sab,onsettime,autofile_i,ppid,cogload,trialn,RT,disengaged,premature,maxsb,design,TLC_calc,V1,simulated_ttlc,TLC_onset,TLC_takeover,time_remaining,early,TLC_end_of_trial,censored,TLC_failure
-0.3039716,6,0,2,noload,7,5.78352371704182,1,0,0.710866494,balanced,8.36787313563842,3,9.55,9.55,3.76647628295819,9,3.21647628295819,0.550000000000001,0,9.55
-0.3039716,6,0,3,noload,23,6.00049685151294,1,0,0.758564382,balanced,8.36787313563842,3,9.55,9.55,3.54950314848707,9,2.99950314848707,0.550000000000001,0,9.55
-0.3039716,6,0,7,noload,32,4.61700236233639,1,0,0.460977153374454,balanced,8.36787313563842,3,9.55,9.55,4.93299763766361,9,4.38299763766361,0.550000000000001,0,9.55
-0.3039716,6,0,7,noload,6,5.9333873054453,1,0,0.803010286,balanced,8.36787313563842,3,9.55,9.55,3.6166126945547,9,3.0666126945547,0.550000000000001,0,9.55
-0.3039716,6,0,9,noload,43,5.68355962183955,1,0,0.679619581,balanced,8.36787313563842,3,9.55,9.55,3.86644037816045,9,3.31644037816045,0.550000000000001,0,9.55
-0.3039716,6,0,10,noload,30,6.33346242696223,1,0,0.916513882789811,balanced,8.36787313563842,3,9.55,9.55,3.21653757303778,9,2.66653757303778,0.550000000000001,0,9.55
-0.3039716,6,0,5,noload,30,4.63346696405313,1,0,0.457161271238816,balanced,8.36787313563842,3,9.55,9.55,4.91653303594687,9,4.36653303594687,0.550000000000001,0,9.55
-0.3039716,6,0,8,noload,15,6.31683696108235,1,0,0.965622793851592,balanced,8.36787313563842,3,9.55,9.55,3.23316303891765,9,2.68316303891765,0.550000000000001,0,9.55
-0.3039716,6,0,1,noload,4,6.03356786516467,1,0,0.881727865356472,balanced,8.36787313563842,3,9.55,9.55,3.51643213483533,9,2.96643213483533,0.550000000000001,0,9.55
-0.3039716,6,0,9,noload,7,7.09994717587117,1,0,1.055688261,balanced,8.36787313563842,3,9.55,9.55,2.45005282412884,9,1.90005282412884,0.550000000000001,0,9.55
-0.3039716,6,0,5,noload,2,5.51661962273698,1,0,0.692021835569083,balanced,8.36787313563842,3,9.55,9.55,4.03338037726302,9,3.48338037726302,0.550000000000001,0,9.55
-0.3039716,6,0,5,noload,46,4.51690064871411,1,0,0.481317201,balanced,8.36787313563842,3,9.55,9.55,5.03309935128589,9,4.48309935128589,0.550000000000001,0,9.55
-0.3039716,6,0,2,noload,37,5.83349638425409,1,0,0.682731911,balanced,8.36787313563842,3,9.55,9.55,3.71650361574591,9,3.16650361574591,0.550000000000001,0,9.55
-0.3039716,6,0,7,noload,3,6.05047448972507,1,0,0.826791595259202,balanced,8.36787313563842,3,9.55,9.55,3.49952551027493,9,2.94952551027493,0.550000000000001,0,9.55
-0.3039716,6,0,2,noload,12,5.96602735210638,1,0,0.734256597,balanced,8.36787313563842,3,9.55,9.55,3.58397264789362,9,3.03397264789362,0.550000000000001,0,9.55
-0.3039716,6,0,11,noload,40,7.53298426537867,1,0,1.0834507614729,balanced,8.36787313563842,3,9.55,9.55,2.01701573462133,9,1.46701573462133,0.550000000000001,0,9.55
-0.3039716,6,0,5,noload,12,6.40019185833632,1,0,0.838795232586501,balanced,8.36787313563842,3,9.55,9.55,3.14980814166369,9,2.59980814166368,0.550000000000001,0,9.55
-0.3039716,6,0,12,noload,16,7.40033059,1,0,1.066758144,balanced,8.36787313563842,3,9.55,9.55,2.14966941,9,1.59966941,0.550000000000001,0,9.55
-0.3039716,6,0,3,noload,33,5.28389449481881,1,0,0.630656281,balanced,8.36787313563842,3,9.55,9.55,4.26610550518119,9,3.71610550518119,0.550000000000001,0,9.55
-0.3039716,6,0,12,noload,32,6.26691241813649,1,0,0.832117175,balanced,8.36787313563842,3,9.55,9.55,3.28308758186352,9,2.73308758186352,0.550000000000001,0,9.55
-0.3039716,6,0,1,noload,22,6.45020301,1,0,0.846628317,balanced,8.36787313563842,3,9.55,9.55,3.09979699,9,2.54979699,0.550000000000001,0,9.55
